recorded_at,asset_id,market,outcome,size,average_price
2025-12-25T09:22:03.909783+00:00,87451274166460593710948091082228630056524957612262924182526671032263713227790,eth-updown-15m-1766654100,Up,751.1853,0.7256618721372743
2025-12-25T09:22:04.947199+00:00,87451274166460593710948091082228630056524957612262924182526671032263713227790,eth-updown-15m-1766654100,Up,653.6853,0.7006605948152728
2025-12-25T09:22:06.002557+00:00,87451274166460593710948091082228630056524957612262924182526671032263713227790,eth-updown-15m-1766654100,Up,685.6853,0.7099634936318455
2025-12-25T09:22:07.042409+00:00,87451274166460593710948091082228630056524957612262924182526671032263713227790,eth-updown-15m-1766654100,Up,717.6853,0.7184368010881651
2025-12-25T09:22:11.168810+00:00,87451274166460593710948091082228630056524957612262924182526671032263713227790,eth-updown-15m-1766654100,Up,749.6853,0.7261867494534041
2025-12-25T10:10:49.606367+00:00,6552532747611451620895806272227091947790203429934156117594171123339473590719,btc-updown-15m-1766656800,Down,4737.1972,0.6808
2025-12-25T10:10:49.606476+00:00,72929581510400283062049936073840878942298491246753007948589126112463750092542,btc-updown-15m-1766656800,Up,4694.0402,0.3046
2025-12-25T10:10:49.606539+00:00,2372748280261617111400506010457593125841238180630861816467783231552212956733,eth-updown-15m-1766656800,Down,2245.3519,0.6425
2025-12-25T10:10:49.606588+00:00,41409993705208499602320215929844352141350055237806376816205453507989005966963,eth-updown-15m-1766656800,Up,2234.8294,0.3477
2025-12-25T10:10:49.606637+00:00,105107536428124088431201031494034807779329860905945908480241301426120639605040,bitcoin-up-or-down-december-25-5am-et,Up,1625.43,0.3744
2025-12-25T10:10:49.606683+00:00,106198240992658653339635073923554723013786850011500336859173556605263086511424,bitcoin-up-or-down-december-25-5am-et,Down,1598.4866,0.6162
2025-12-25T10:10:49.606729+00:00,24393007901046293394370787579385740097177000061476340045121210304631396582654,ethereum-up-or-down-december-25-5am-et,Down,752.8895,0.6245
2025-12-25T10:10:49.606774+00:00,91272322704237856545228168302916473806921203936950878059023308769744801091733,ethereum-up-or-down-december-25-5am-et,Up,722.0492,0.3788
2025-12-25T10:10:49.606826+00:00,111735369561868979701319728835399874657739135806738293400989691000657159182689,btc-updown-15m-1766655900,Up,68.8671,0.7179
2025-12-25T10:10:49.606868+00:00,103983474668460198238917793281741250013046247325094141509198960145642359672309,bitcoin-up-or-down-december-25-4am-et,Up,47.1788,0.1313
2025-12-25T10:10:49.606907+00:00,69253207497342339586794031772306986252557715565270302849434321906313426090413,eth-updown-15m-1766655900,Up,31.3502,0.7365
2025-12-25T10:10:49.606944+00:00,21706522743528376879295604688961109274797256642222674488167834543255344908481,ethereum-up-or-down-december-25-4am-et,Down,25.0437,0.766
2025-12-25T10:17:22.673587+00:00,37318403920966930755756514819536008581249547774582151117796142037966560371360,btc-updown-15m-1766657700,Up,2362.3437,0.4906
2025-12-25T10:17:22.673697+00:00,58832710481546563506323626681641732775186485071838633734926743677444610757653,btc-updown-15m-1766657700,Down,2304.0318,0.5035
2025-12-25T10:17:22.673761+00:00,105107536428124088431201031494034807779329860905945908480241301426120639605040,bitcoin-up-or-down-december-25-5am-et,Up,403.1712,0.2093
2025-12-25T10:17:22.673814+00:00,2443314185827161071236430348605151521909490189447679187915865970167840378583,eth-updown-15m-1766657700,Down,394.6619,0.5378
2025-12-25T10:17:22.673890+00:00,106198240992658653339635073923554723013786850011500336859173556605263086511424,bitcoin-up-or-down-december-25-5am-et,Down,363.7317,0.7728
2025-12-25T10:17:22.673945+00:00,37556160299449797190479746140843594365118594708738586200112360498126213376320,eth-updown-15m-1766657700,Up,306.51,0.4536
2025-12-25T10:17:22.673993+00:00,24393007901046293394370787579385740097177000061476340045121210304631396582654,ethereum-up-or-down-december-25-5am-et,Down,216.3955,0.8439
2025-12-25T10:17:22.674041+00:00,91272322704237856545228168302916473806921203936950878059023308769744801091733,ethereum-up-or-down-december-25-5am-et,Up,159.3938,0.1668
2025-12-25T10:17:22.674103+00:00,6552532747611451620895806272227091947790203429934156117594171123339473590719,btc-updown-15m-1766656800,Down,43.157,0.6808
2025-12-25T10:17:22.674157+00:00,2372748280261617111400506010457593125841238180630861816467783231552212956733,eth-updown-15m-1766656800,Down,10.5225,0.6425
2025-12-25T10:22:48.495893+00:00,58832710481546563506323626681641732775186485071838633734926743677444610757653,btc-updown-15m-1766657700,Down,6509.832,0.3817
2025-12-25T10:22:48.496003+00:00,37318403920966930755756514819536008581249547774582151117796142037966560371360,btc-updown-15m-1766657700,Up,6468.4999,0.6039
2025-12-25T10:22:48.496071+00:00,37556160299449797190479746140843594365118594708738586200112360498126213376320,eth-updown-15m-1766657700,Up,1008.0717,0.6266
2025-12-25T10:22:48.496124+00:00,2443314185827161071236430348605151521909490189447679187915865970167840378583,eth-updown-15m-1766657700,Down,999.1115,0.3628
2025-12-25T10:22:48.496174+00:00,105107536428124088431201031494034807779329860905945908480241301426120639605040,bitcoin-up-or-down-december-25-5am-et,Up,613.2924,0.2118
2025-12-25T10:22:48.496223+00:00,106198240992658653339635073923554723013786850011500336859173556605263086511424,bitcoin-up-or-down-december-25-5am-et,Down,601.6969,0.7609
2025-12-25T10:22:48.496270+00:00,91272322704237856545228168302916473806921203936950878059023308769744801091733,ethereum-up-or-down-december-25-5am-et,Up,399.7412,0.1817
